domain,num_cluster,index_path,block_path
www.ilse.nl,14,dataset-random/www.ilse.nl/www.ilse.nl/index.html,dataset-random/www.ilse.nl/www.ilse.nl/index.blocks.html
www.hedmark-hundeutstyr.no,9,dataset-random/www.hedmark-hundeutstyr.no/www.hedmark-hundeutstyr.no/index.html,dataset-random/www.hedmark-hundeutstyr.no/www.hedmark-hundeutstyr.no/index.blocks.html
www.kupam.com,23,dataset-random/www.kupam.com/www.kupam.com/index.html,dataset-random/www.kupam.com/www.kupam.com/index.blocks.html
www.shimerspeaksout.com,15,dataset-random/www.shimerspeaksout.com/www.shimerspeaksout.com/index.html,dataset-random/www.shimerspeaksout.com/www.shimerspeaksout.com/index.blocks.html
www.megane-no-wako.co.jp,10,dataset-random/www.megane-no-wako.co.jp/www.megane-no-wako.co.jp/index.html,dataset-random/www.megane-no-wako.co.jp/www.megane-no-wako.co.jp/index.blocks.html
www.jres.com,13,dataset-random/www.jres.com/www.jres.com/index.html,dataset-random/www.jres.com/www.jres.com/index.blocks.html
www.iledesirade.fr,22,dataset-random/www.iledesirade.fr/www.iledesirade.fr/index.html,dataset-random/www.iledesirade.fr/www.iledesirade.fr/index.blocks.html
digilander.libero.it,14,dataset-random/digilander.libero.it/digilander.libero.it/index.html,dataset-random/digilander.libero.it/digilander.libero.it/index.blocks.html
www.gammill.net,12,dataset-random/www.gammill.net/www.gammill.net/index.html,dataset-random/www.gammill.net/www.gammill.net/index.blocks.html
www.oxfordms.net,13,dataset-random/www.oxfordms.net/www.oxfordms.net/index.html,dataset-random/www.oxfordms.net/www.oxfordms.net/index.blocks.html
www.belizeretirementguide.com,14,dataset-random/www.belizeretirementguide.com/www.belizeretirementguide.com/index.html,dataset-random/www.belizeretirementguide.com/www.belizeretirementguide.com/index.blocks.html
www.baumhaushotel-solling.de,10,dataset-random/www.baumhaushotel-solling.de/www.baumhaushotel-solling.de/index.html,dataset-random/www.baumhaushotel-solling.de/www.baumhaushotel-solling.de/index.blocks.html
www.intercarto.com,46,dataset-random/www.intercarto.com/www.intercarto.com/index.html,dataset-random/www.intercarto.com/www.intercarto.com/index.blocks.html
www.ambiente-select.de,22,dataset-random/www.ambiente-select.de/www.ambiente-select.de/index.html,dataset-random/www.ambiente-select.de/www.ambiente-select.de/index.blocks.html
www.teine-station-ortho.com,12,dataset-random/www.teine-station-ortho.com/www.teine-station-ortho.com/index.html,dataset-random/www.teine-station-ortho.com/www.teine-station-ortho.com/index.blocks.html
www.snobtop.com,10,dataset-random/www.snobtop.com/www.snobtop.com/index.html,dataset-random/www.snobtop.com/www.snobtop.com/index.blocks.html
blog.stateofartportraits.com,23,dataset-random/blog.stateofartportraits.com/blog.stateofartportraits.com/index.html,dataset-random/blog.stateofartportraits.com/blog.stateofartportraits.com/index.blocks.html
www.screechmedia.com,9,dataset-random/www.screechmedia.com/www.screechmedia.com/index.html,dataset-random/www.screechmedia.com/www.screechmedia.com/index.blocks.html
www.cclin-arlin.fr,9,dataset-random/www.cclin-arlin.fr/www.cclin-arlin.fr/index.html,dataset-random/www.cclin-arlin.fr/www.cclin-arlin.fr/index.blocks.html
www.europa-auf-einen-blick.de,9,dataset-random/www.europa-auf-einen-blick.de/www.europa-auf-einen-blick.de/index.html,dataset-random/www.europa-auf-einen-blick.de/www.europa-auf-einen-blick.de/index.blocks.html
www.cam.rn.it,17,dataset-random/www.cam.rn.it/www.cam.rn.it/index.html,dataset-random/www.cam.rn.it/www.cam.rn.it/index.blocks.html
www.scotlandshop.com,22,dataset-random/www.scotlandshop.com/www.scotlandshop.com/index.html,dataset-random/www.scotlandshop.com/www.scotlandshop.com/index.blocks.html
www.sayisalgrafik.com.tr,11,dataset-random/www.sayisalgrafik.com.tr/www.sayisalgrafik.com.tr/index.html,dataset-random/www.sayisalgrafik.com.tr/www.sayisalgrafik.com.tr/index.blocks.html
www-cs.canisius.edu,11,dataset-random/www-cs.canisius.edu/www-cs.canisius.edu/index.html,dataset-random/www-cs.canisius.edu/www-cs.canisius.edu/index.blocks.html
www.cadixtour.com,8,dataset-random/www.cadixtour.com/www.cadixtour.com/index.html,dataset-random/www.cadixtour.com/www.cadixtour.com/index.blocks.html
www.tarrytowndance.net,24,dataset-random/www.tarrytowndance.net/www.tarrytowndance.net/index.html,dataset-random/www.tarrytowndance.net/www.tarrytowndance.net/index.blocks.html
www.koreanconsulate.on.ca,20,dataset-random/www.koreanconsulate.on.ca/www.koreanconsulate.on.ca/index.html,dataset-random/www.koreanconsulate.on.ca/www.koreanconsulate.on.ca/index.blocks.html
environmentalart.net,68,dataset-random/environmentalart.net/environmentalart.net/index.html,dataset-random/environmentalart.net/environmentalart.net/index.blocks.html
www.animis.de,11,dataset-random/www.animis.de/www.animis.de/index.html,dataset-random/www.animis.de/www.animis.de/index.blocks.html
www.cometlog.com,14,dataset-random/www.cometlog.com/www.cometlog.com/index.html,dataset-random/www.cometlog.com/www.cometlog.com/index.blocks.html
www.cmakeelhaulers.com,16,dataset-random/www.cmakeelhaulers.com/www.cmakeelhaulers.com/index.html,dataset-random/www.cmakeelhaulers.com/www.cmakeelhaulers.com/index.blocks.html
